date,OBV
2020-01-09 11:47:00,11955841.0
2020-01-09 11:48:00,12013615.0
2020-01-09 11:49:00,12166201.0
2020-01-09 11:50:00,12309727.0
2020-01-09 11:51:00,12127437.0
2020-01-09 11:52:00,12040154.0
2020-01-09 11:53:00,12141846.0
2020-01-09 11:54:00,12044229.0
2020-01-09 11:55:00,11899548.0
2020-01-09 11:56:00,11998841.0
2020-01-09 11:57:00,11907428.0
2020-01-09 11:58:00,12009029.0
2020-01-09 11:59:00,12088278.0
2020-01-09 12:00:00,12014062.0
2020-01-09 12:01:00,12058048.0
2020-01-09 12:02:00,11977231.0
2020-01-09 12:03:00,11900323.0
2020-01-09 12:04:00,11827620.0
2020-01-09 12:05:00,11871370.0
2020-01-09 12:06:00,11926937.0
2020-01-09 12:07:00,11886311.0
2020-01-09 12:08:00,11849027.0
2020-01-09 12:09:00,11792929.0
2020-01-09 12:10:00,11681732.0
2020-01-09 12:11:00,11564941.0
2020-01-09 12:12:00,11503529.0
2020-01-09 12:13:00,11416288.0
2020-01-09 12:14:00,11305575.0
2020-01-09 12:15:00,11520804.0
2020-01-09 12:16:00,11456983.0
2020-01-09 12:17:00,11369928.0
2020-01-09 12:18:00,11435349.0
2020-01-09 12:19:00,11353024.0
2020-01-09 12:20:00,11274561.0
2020-01-09 12:21:00,11162223.0
2020-01-09 12:22:00,11000634.0
2020-01-09 12:23:00,10827008.0
2020-01-09 12:24:00,10671743.0
2020-01-09 12:25:00,10830542.0
2020-01-09 12:26:00,10676371.0
2020-01-09 12:27:00,10476005.0
2020-01-09 12:28:00,10310926.0
2020-01-09 12:29:00,10468602.0
2020-01-09 12:30:00,10337905.0
2020-01-09 12:31:00,10245411.0
2020-01-09 12:32:00,10123167.0
2020-01-09 12:33:00,10193182.0
2020-01-09 12:34:00,9951247.0
2020-01-09 12:35:00,9703065.0
2020-01-09 12:36:00,9861012.0
2020-01-09 12:37:00,10009190.0
2020-01-09 12:38:00,10209981.0
2020-01-09 12:39:00,10091981.0
2020-01-09 12:40:00,10190232.0
2020-01-09 12:41:00,10034524.0
2020-01-09 12:42:00,10148920.0
2020-01-09 12:43:00,10086218.0
2020-01-09 12:44:00,9944211.0
2020-01-09 12:45:00,9791802.0
2020-01-09 12:46:00,9952425.0
2020-01-09 12:47:00,10069939.0
2020-01-09 12:48:00,10214944.0
2020-01-09 12:49:00,10360887.0
2020-01-09 12:50:00,10465131.0
2020-01-09 12:51:00,10539999.0
2020-01-09 12:52:00,10445535.0
2020-01-09 12:53:00,10349634.0
2020-01-09 12:54:00,10399523.0
2020-01-09 12:55:00,10359215.0
2020-01-09 12:56:00,10426671.0
2020-01-09 12:57:00,10489065.0
2020-01-09 12:58:00,10527805.0
2020-01-09 12:59:00,10619559.0
2020-01-09 13:00:00,10775519.0
2020-01-09 13:01:00,10661222.0
2020-01-09 13:02:00,10733526.0
2020-01-09 13:03:00,10905780.0
2020-01-09 13:04:00,11034440.0
2020-01-09 13:05:00,11183887.0
2020-01-09 13:06:00,11112611.0
2020-01-09 13:07:00,11214878.0
2020-01-09 13:08:00,11111037.0
2020-01-09 13:09:00,11036190.0
2020-01-09 13:10:00,10880413.0
2020-01-09 13:11:00,10757478.0
2020-01-09 13:12:00,10816758.0
2020-01-09 13:13:00,10904084.0
