date,ADX
2020-01-13 11:34:00,17.2644
2020-01-13 11:35:00,17.1217
2020-01-13 11:36:00,16.9813
2020-01-13 11:37:00,16.8156
2020-01-13 11:38:00,16.6527
2020-01-13 11:39:00,16.5086
2020-01-13 11:40:00,16.4143
2020-01-13 11:41:00,16.3293
2020-01-13 11:42:00,16.2408
2020-01-13 11:43:00,16.1926
2020-01-13 11:44:00,16.1155
2020-01-13 11:45:00,16.0531
2020-01-13 11:46:00,15.9956
2020-01-13 11:47:00,15.9624
2020-01-13 11:48:00,15.9299
2020-01-13 11:49:00,15.8978
2020-01-13 11:50:00,15.8452
2020-01-13 11:51:00,15.7828
2020-01-13 11:52:00,15.7215
2020-01-13 11:53:00,15.6612
2020-01-13 11:54:00,15.5865
2020-01-13 11:57:00,15.5131
2020-01-13 11:58:00,15.476
2020-01-13 11:59:00,15.498
2020-01-13 12:00:00,15.5746
2020-01-13 12:01:00,15.6724
2020-01-13 12:02:00,15.7761
2020-01-13 12:03:00,15.8856
2020-01-13 12:04:00,16.0373
2020-01-13 12:05:00,16.1864
2020-01-13 12:06:00,16.2971
2020-01-13 12:07:00,16.3822
2020-01-13 12:08:00,16.4307
2020-01-13 12:09:00,16.4847
2020-01-13 12:10:00,16.5496
2020-01-13 12:11:00,16.7266
2020-01-13 12:12:00,16.9173
2020-01-13 12:13:00,17.1048
2020-01-13 12:14:00,17.23
2020-01-13 12:15:00,17.3775
2020-01-13 12:16:00,17.5224
2020-01-13 12:17:00,17.6296
2020-01-13 12:18:00,17.7558
2020-01-13 12:19:00,17.8391
2020-01-13 12:20:00,17.9209
2020-01-13 12:21:00,18.0548
2020-01-13 12:22:00,18.1934
2020-01-13 12:23:00,18.3177
2020-01-13 12:24:00,18.4399
2020-01-13 12:25:00,18.578
2020-01-13 12:26:00,18.7245
2020-01-13 12:27:00,18.8073
2020-01-13 12:28:00,18.8648
2020-01-13 12:29:00,18.9214
2020-01-13 12:30:00,19.0074
2020-01-13 12:31:00,19.1465
2020-01-13 12:32:00,19.3136
2020-01-13 12:33:00,19.4779
2020-01-13 12:34:00,19.6394
2020-01-13 12:35:00,19.7855
2020-01-13 12:36:00,19.8791
2020-01-13 12:37:00,19.9586
2020-01-13 12:38:00,19.988
2020-01-13 12:39:00,19.9869
2020-01-13 12:40:00,19.9799
2020-01-13 12:41:00,20.0048
2020-01-13 12:42:00,20.0488
2020-01-13 12:43:00,20.0959
2020-01-13 12:44:00,20.1487
2020-01-13 12:45:00,20.2177
2020-01-13 12:46:00,20.2855
2020-01-13 12:47:00,20.3641
2020-01-13 12:48:00,20.4216
2020-01-13 12:49:00,20.4862
2020-01-13 12:50:00,20.5364
2020-01-13 12:51:00,20.5746
2020-01-13 12:52:00,20.6145
2020-01-13 12:53:00,20.6623
2020-01-13 12:54:00,20.7216
2020-01-13 12:55:00,20.7848
2020-01-13 12:56:00,20.8185
2020-01-13 12:57:00,20.8518
2020-01-13 12:58:00,20.8935
2020-01-13 12:59:00,20.8984
2020-01-13 13:00:00,20.9033
2020-01-13 13:01:00,20.9117
2020-01-13 13:02:00,20.9052
2020-01-13 13:03:00,20.8988
2020-01-13 13:04:00,20.9267
2020-01-13 13:05:00,20.959
2020-01-13 13:06:00,20.9907
2020-01-13 13:07:00,20.9027
2020-01-13 13:08:00,20.8163
2020-01-13 13:09:00,20.7313
2020-01-13 13:10:00,20.6984
2020-01-13 13:11:00,20.6225
2020-01-13 13:12:00,20.5479
2020-01-13 13:13:00,20.4851
2020-01-13 13:14:00,20.4234
2020-01-13 13:15:00,20.3357
2020-01-13 13:16:00,20.2391
2020-01-13 13:17:00,20.1072
2020-01-13 13:18:00,19.9945
2020-01-13 13:19:00,19.8967
2020-01-13 13:20:00,19.8378
2020-01-13 13:21:00,19.8724
2020-01-13 13:22:00,19.935
2020-01-13 13:23:00,19.9814
2020-01-13 13:24:00,20.0005
2020-01-13 13:25:00,20.0004
2020-01-13 13:26:00,20.0057
2020-01-13 13:27:00,20.0159
2020-01-13 13:28:00,20.0612
2020-01-13 13:29:00,20.1057
2020-01-13 13:30:00,20.1695
2020-01-13 13:31:00,20.2574
2020-01-13 13:32:00,20.3661
2020-01-13 13:33:00,20.4731
2020-01-13 13:34:00,20.583
2020-01-13 13:35:00,20.6576
2020-01-13 13:36:00,20.6884
2020-01-13 13:37:00,20.6901
2020-01-13 13:38:00,20.7176
2020-01-13 13:39:00,20.7449
2020-01-13 13:40:00,20.7875
2020-01-13 13:41:00,20.8398
2020-01-13 13:42:00,20.8911
2020-01-13 13:43:00,20.9567
2020-01-13 13:44:00,20.9473
2020-01-13 13:45:00,20.9054
2020-01-13 13:46:00,20.8753
2020-01-13 13:47:00,20.8721
2020-01-13 13:48:00,20.8757
2020-01-13 13:49:00,20.8624
2020-01-13 13:50:00,20.8662
2020-01-13 13:51:00,20.8811
2020-01-13 13:52:00,20.9392
2020-01-13 13:53:00,20.9964
2020-01-13 13:54:00,21.0526
2020-01-13 13:55:00,21.1134
2020-01-13 13:56:00,21.1192
2020-01-13 13:57:00,21.1249
2020-01-13 13:58:00,21.0782
2020-01-13 13:59:00,21.0384
2020-01-13 14:00:00,20.9473
2020-01-13 14:01:00,20.8578
2020-01-13 14:02:00,20.7523
2020-01-13 14:03:00,20.5978
2020-01-13 14:04:00,20.472
2020-01-13 14:05:00,20.4343
2020-01-13 14:06:00,20.4426
2020-01-13 14:07:00,20.4339
2020-01-13 14:08:00,20.4586
2020-01-13 14:09:00,20.483
2020-01-13 14:10:00,20.518
