date,Aroon Down,Aroon Up
2020-01-14 12:06:00,40.0,98.3333
2020-01-14 12:07:00,38.3333,96.6667
2020-01-14 12:08:00,36.6667,95.0
2020-01-14 12:09:00,35.0,93.3333
2020-01-14 12:10:00,33.3333,91.6667
2020-01-14 12:11:00,31.6667,100.0
2020-01-14 12:12:00,30.0,98.3333
2020-01-14 12:13:00,28.3333,100.0
2020-01-14 12:14:00,26.6667,98.3333
2020-01-14 12:15:00,25.0,96.6667
2020-01-14 12:16:00,23.3333,95.0
2020-01-14 12:17:00,21.6667,93.3333
2020-01-14 12:18:00,20.0,91.6667
2020-01-14 12:19:00,18.3333,90.0
2020-01-14 12:20:00,16.6667,88.3333
2020-01-14 12:21:00,15.0,86.6667
2020-01-14 12:22:00,13.3333,85.0
2020-01-14 12:23:00,11.6667,83.3333
2020-01-14 12:24:00,10.0,81.6667
2020-01-14 12:25:00,8.3333,80.0
2020-01-14 12:26:00,6.6667,78.3333
2020-01-14 12:27:00,5.0,76.6667
2020-01-14 12:28:00,3.3333,75.0
2020-01-14 12:29:00,1.6667,73.3333
2020-01-14 12:30:00,0.0,71.6667
2020-01-14 12:31:00,0.0,70.0
2020-01-14 12:32:00,0.0,68.3333
2020-01-14 12:33:00,20.0,66.6667
2020-01-14 12:34:00,18.3333,65.0
2020-01-14 12:35:00,16.6667,100.0
2020-01-14 12:36:00,15.0,100.0
2020-01-14 12:37:00,13.3333,100.0
2020-01-14 12:38:00,11.6667,100.0
2020-01-14 12:39:00,10.0,98.3333
2020-01-14 12:40:00,8.3333,96.6667
2020-01-14 12:41:00,6.6667,100.0
2020-01-14 12:42:00,5.0,98.3333
2020-01-14 12:43:00,3.3333,96.6667
2020-01-14 12:44:00,1.6667,95.0
2020-01-14 12:45:00,0.0,100.0
2020-01-14 12:46:00,3.3333,100.0
2020-01-14 12:47:00,1.6667,100.0
2020-01-14 12:48:00,0.0,98.3333
2020-01-14 12:49:00,0.0,96.6667
2020-01-14 12:50:00,0.0,95.0
2020-01-14 12:51:00,0.0,93.3333
2020-01-14 12:52:00,0.0,91.6667
2020-01-14 12:53:00,0.0,90.0
2020-01-14 12:54:00,0.0,88.3333
2020-01-14 12:55:00,0.0,86.6667
2020-01-14 12:56:00,0.0,85.0
2020-01-14 12:57:00,0.0,83.3333
2020-01-14 12:58:00,33.3333,81.6667
2020-01-14 12:59:00,31.6667,80.0
2020-01-14 13:00:00,30.0,78.3333
2020-01-14 13:01:00,28.3333,76.6667
2020-01-14 13:02:00,26.6667,75.0
2020-01-14 13:03:00,25.0,73.3333
2020-01-14 13:04:00,23.3333,71.6667
2020-01-14 13:05:00,21.6667,70.0
2020-01-14 13:06:00,20.0,68.3333
2020-01-14 13:07:00,18.3333,66.6667
2020-01-14 13:08:00,16.6667,65.0
2020-01-14 13:09:00,15.0,63.3333
2020-01-14 13:10:00,13.3333,61.6667
2020-01-14 13:11:00,11.6667,60.0
2020-01-14 13:12:00,10.0,58.3333
2020-01-14 13:13:00,8.3333,56.6667
2020-01-14 13:14:00,6.6667,55.0
2020-01-14 13:15:00,5.0,53.3333
2020-01-14 13:16:00,3.3333,51.6667
2020-01-14 13:17:00,1.6667,50.0
2020-01-14 13:18:00,0.0,48.3333
2020-01-14 13:19:00,0.0,46.6667
2020-01-14 13:20:00,3.3333,45.0
2020-01-14 13:21:00,1.6667,43.3333
2020-01-14 13:22:00,0.0,41.6667
2020-01-14 13:23:00,10.0,40.0
2020-01-14 13:24:00,8.3333,38.3333
2020-01-14 13:25:00,6.6667,36.6667
2020-01-14 13:26:00,5.0,35.0
2020-01-14 13:27:00,3.3333,33.3333
2020-01-14 13:28:00,1.6667,31.6667
2020-01-14 13:29:00,0.0,30.0
2020-01-14 13:30:00,0.0,28.3333
2020-01-14 13:31:00,0.0,26.6667
2020-01-14 13:32:00,0.0,100.0
2020-01-14 13:33:00,1.6667,100.0
2020-01-14 13:34:00,0.0,98.3333
2020-01-14 13:35:00,43.3333,96.6667
2020-01-14 13:36:00,41.6667,100.0
2020-01-14 13:37:00,100.0,100.0
2020-01-14 13:38:00,100.0,98.3333
2020-01-14 13:39:00,98.3333,96.6667
2020-01-14 13:44:00,96.6667,95.0
2020-01-14 13:45:00,100.0,93.3333
2020-01-14 13:46:00,98.3333,91.6667
2020-01-14 13:47:00,96.6667,90.0
2020-01-14 13:48:00,100.0,88.3333
2020-01-14 13:49:00,100.0,86.6667
2020-01-14 13:50:00,98.3333,85.0
2020-01-14 13:51:00,96.6667,83.3333
2020-01-14 13:52:00,95.0,81.6667
2020-01-14 13:53:00,93.3333,80.0
2020-01-14 13:54:00,91.6667,78.3333
2020-01-14 13:55:00,90.0,76.6667
2020-01-14 13:56:00,100.0,75.0
2020-01-14 13:57:00,100.0,73.3333
2020-01-14 13:58:00,98.3333,71.6667
2020-01-14 13:59:00,96.6667,70.0
2020-01-14 14:00:00,100.0,68.3333
2020-01-14 14:01:00,100.0,66.6667
2020-01-14 14:02:00,100.0,65.0
2020-01-14 14:03:00,100.0,63.3333
2020-01-14 14:04:00,100.0,61.6667
2020-01-14 14:05:00,98.3333,60.0
2020-01-14 14:06:00,96.6667,58.3333
2020-01-14 14:07:00,95.0,56.6667
2020-01-14 14:08:00,93.3333,55.0
2020-01-14 14:09:00,91.6667,53.3333
2020-01-14 14:10:00,90.0,51.6667
2020-01-14 14:11:00,88.3333,50.0
2020-01-14 14:12:00,86.6667,48.3333
2020-01-14 14:13:00,85.0,46.6667
2020-01-14 14:14:00,100.0,45.0
2020-01-14 14:15:00,98.3333,43.3333
2020-01-14 14:16:00,96.6667,41.6667
2020-01-14 14:17:00,95.0,40.0
2020-01-14 14:18:00,100.0,38.3333
2020-01-14 14:19:00,98.3333,36.6667
2020-01-14 14:20:00,96.6667,35.0
2020-01-14 14:21:00,95.0,33.3333
2020-01-14 14:22:00,93.3333,31.6667
2020-01-14 14:23:00,91.6667,30.0
2020-01-14 14:24:00,90.0,28.3333
2020-01-14 14:25:00,88.3333,26.6667
2020-01-14 14:26:00,86.6667,25.0
2020-01-14 14:27:00,85.0,23.3333
2020-01-14 14:28:00,83.3333,21.6667
2020-01-14 14:29:00,81.6667,20.0
2020-01-14 14:30:00,80.0,18.3333
2020-01-14 14:31:00,78.3333,16.6667
2020-01-14 14:32:00,76.6667,15.0
2020-01-14 14:33:00,75.0,13.3333
2020-01-14 14:34:00,73.3333,11.6667
2020-01-14 14:35:00,71.6667,10.0
2020-01-14 14:36:00,70.0,8.3333
2020-01-14 14:37:00,68.3333,6.6667
2020-01-14 14:38:00,66.6667,5.0
2020-01-14 14:39:00,65.0,3.3333
2020-01-14 14:40:00,63.3333,1.6667
2020-01-14 14:41:00,61.6667,0.0
