date,Real Middle Band,Real Lower Band,Real Upper Band
2020-01-13 11:10:00,311.8683,311.388,312.3486
2020-01-13 11:11:00,311.8626,311.3821,312.3431
2020-01-13 11:12:00,311.8569,311.3821,312.3317
2020-01-13 11:13:00,311.8522,311.3824,312.3221
2020-01-13 11:14:00,311.8482,311.3794,312.3171
2020-01-13 11:15:00,311.8425,311.3762,312.3087
2020-01-13 11:16:00,311.8403,311.3773,312.3033
2020-01-13 11:17:00,311.8361,311.3821,312.2902
2020-01-13 11:18:00,311.8335,311.384,312.2829
2020-01-13 11:19:00,311.8306,311.3843,312.277
2020-01-13 11:20:00,311.8256,311.3884,312.2628
2020-01-13 11:21:00,311.8203,311.3984,312.2423
2020-01-13 11:22:00,311.8126,311.4133,312.212
2020-01-13 11:23:00,311.81,311.4155,312.2046
2020-01-13 11:24:00,311.8082,311.4164,312.1999
2020-01-13 11:25:00,311.8091,311.4169,312.2014
2020-01-13 11:26:00,311.806,311.414,312.198
2020-01-13 11:27:00,311.8011,311.4137,312.1886
2020-01-13 11:28:00,311.7968,311.4203,312.1733
2020-01-13 11:29:00,311.7911,311.426,312.1563
2020-01-13 11:30:00,311.7938,311.4186,312.169
2020-01-13 11:31:00,311.8,311.3989,312.2011
2020-01-13 11:32:00,311.8111,311.3568,312.2654
2020-01-13 11:33:00,311.8195,311.3357,312.3032
2020-01-13 11:34:00,311.828,311.3214,312.3345
2020-01-13 11:35:00,311.836,311.3128,312.3592
2020-01-13 11:36:00,311.8495,311.3059,312.3931
2020-01-13 11:37:00,311.8589,311.2993,312.4185
2020-01-13 11:38:00,311.8698,311.2916,312.448
2020-01-13 11:39:00,311.8808,311.2925,312.4692
2020-01-13 11:40:00,311.8924,311.2946,312.4902
2020-01-13 11:41:00,311.9007,311.2961,312.5054
2020-01-13 11:42:00,311.9079,311.2948,312.521
2020-01-13 11:43:00,311.9168,311.2955,312.5381
2020-01-13 11:44:00,311.9292,311.2985,312.5599
2020-01-13 11:45:00,311.941,311.3014,312.5807
2020-01-13 11:46:00,311.9539,311.3066,312.6012
2020-01-13 11:47:00,311.9708,311.3191,312.6224
2020-01-13 11:48:00,311.9894,311.3329,312.6459
2020-01-13 11:49:00,312.0138,311.3485,312.6791
2020-01-13 11:50:00,312.039,311.3814,312.6965
2020-01-13 11:51:00,312.0587,311.4038,312.7136
2020-01-13 11:52:00,312.0795,311.4303,312.7288
2020-01-13 11:53:00,312.0957,311.4408,312.7506
2020-01-13 11:54:00,312.1087,311.4492,312.7682
2020-01-13 11:57:00,312.121,311.4671,312.7749
2020-01-13 11:58:00,312.1309,311.4728,312.7889
2020-01-13 11:59:00,312.1424,311.474,312.8108
2020-01-13 12:00:00,312.1553,311.4674,312.8432
2020-01-13 12:01:00,312.1696,311.4602,312.879
2020-01-13 12:02:00,312.1849,311.454,312.9158
2020-01-13 12:03:00,312.1987,311.4514,312.946
2020-01-13 12:04:00,312.2117,311.4482,312.9751
2020-01-13 12:05:00,312.224,311.4488,312.9993
2020-01-13 12:06:00,312.2386,311.4622,313.0149
2020-01-13 12:07:00,312.2526,311.4723,313.0328
2020-01-13 12:08:00,312.2688,311.493,313.0446
2020-01-13 12:09:00,312.284,311.5122,313.0559
2020-01-13 12:10:00,312.3019,311.5391,313.0646
2020-01-13 12:11:00,312.3235,311.5772,313.0699
2020-01-13 12:12:00,312.3401,311.6007,313.0795
2020-01-13 12:13:00,312.3576,311.631,313.0842
2020-01-13 12:14:00,312.3709,311.6558,313.086
2020-01-13 12:15:00,312.3862,311.6779,313.0946
2020-01-13 12:16:00,312.3998,311.709,313.0906
2020-01-13 12:17:00,312.4146,311.7446,313.0846
2020-01-13 12:18:00,312.4263,311.7648,313.0878
2020-01-13 12:19:00,312.4359,311.7851,313.0867
2020-01-13 12:20:00,312.4454,311.8067,313.0841
2020-01-13 12:21:00,312.4581,311.8356,313.0806
2020-01-13 12:22:00,312.4694,311.8649,313.0739
2020-01-13 12:23:00,312.479,311.8884,313.0696
2020-01-13 12:24:00,312.4886,311.9183,313.059
2020-01-13 12:25:00,312.4989,311.9484,313.0494
2020-01-13 12:26:00,312.5098,311.9818,313.0379
2020-01-13 12:27:00,312.5197,312.017,313.0224
2020-01-13 12:28:00,312.5329,312.0752,312.9905
2020-01-13 12:29:00,312.547,312.1371,312.957
2020-01-13 12:30:00,312.5586,312.1835,312.9337
2020-01-13 12:31:00,312.5749,312.2497,312.9002
2020-01-13 12:32:00,312.5842,312.2683,312.9001
2020-01-13 12:33:00,312.5909,312.2748,312.907
2020-01-13 12:34:00,312.5955,312.2682,312.9228
2020-01-13 12:35:00,312.603,312.2662,312.9398
2020-01-13 12:36:00,312.6113,312.2692,312.9535
2020-01-13 12:37:00,312.6232,312.2705,312.9759
2020-01-13 12:38:00,312.6335,312.2657,313.0013
2020-01-13 12:39:00,312.645,312.2678,313.0222
2020-01-13 12:40:00,312.6546,312.2702,313.039
2020-01-13 12:41:00,312.6657,312.2798,313.0516
2020-01-13 12:42:00,312.6762,312.2904,313.0619
2020-01-13 12:43:00,312.6885,312.3082,313.0688
2020-01-13 12:44:00,312.701,312.3234,313.0787
2020-01-13 12:45:00,312.7142,312.3355,313.0929
2020-01-13 12:46:00,312.7269,312.3381,313.1158
2020-01-13 12:47:00,312.7398,312.3429,313.1367
2020-01-13 12:48:00,312.7532,312.3448,313.1615
2020-01-13 12:49:00,312.7634,312.3494,313.1773
2020-01-13 12:50:00,312.7708,312.3541,313.1876
2020-01-13 12:51:00,312.7776,312.3466,313.2086
2020-01-13 12:52:00,312.7859,312.3399,313.232
2020-01-13 12:53:00,312.7963,312.3375,313.2551
2020-01-13 12:54:00,312.8057,312.3365,313.2748
2020-01-13 12:55:00,312.8163,312.3347,313.298
2020-01-13 12:56:00,312.8278,312.3393,313.3164
2020-01-13 12:57:00,312.8427,312.3517,313.3336
2020-01-13 12:58:00,312.8555,312.3618,313.3491
2020-01-13 12:59:00,312.866,312.3651,313.3668
2020-01-13 13:00:00,312.8716,312.3666,313.3765
2020-01-13 13:01:00,312.8767,312.3664,313.387
2020-01-13 13:02:00,312.8819,312.3649,313.3988
2020-01-13 13:03:00,312.8866,312.3666,313.4066
2020-01-13 13:04:00,312.8908,312.3686,313.413
2020-01-13 13:05:00,312.8938,312.3723,313.4153
2020-01-13 13:06:00,312.8999,312.3799,313.4199
2020-01-13 13:07:00,312.9053,312.3862,313.4244
2020-01-13 13:08:00,312.9127,312.3931,313.4323
2020-01-13 13:09:00,312.922,312.3993,313.4447
2020-01-13 13:10:00,312.9301,312.4045,313.4556
2020-01-13 13:11:00,312.936,312.4074,313.4646
2020-01-13 13:12:00,312.944,312.4124,313.4757
2020-01-13 13:13:00,312.9527,312.4178,313.4877
2020-01-13 13:14:00,312.9634,312.4308,313.4961
2020-01-13 13:15:00,312.9714,312.4368,313.506
2020-01-13 13:16:00,312.9823,312.4538,313.5108
2020-01-13 13:17:00,312.9927,312.4694,313.5159
2020-01-13 13:18:00,313.0035,312.4821,313.5249
2020-01-13 13:19:00,313.0165,312.5035,313.5294
2020-01-13 13:20:00,313.03,312.5275,313.5324
2020-01-13 13:21:00,313.0424,312.543,313.5419
2020-01-13 13:22:00,313.0589,312.5589,313.559
2020-01-13 13:23:00,313.0787,312.5679,313.5894
2020-01-13 13:24:00,313.0996,312.5878,313.6114
2020-01-13 13:25:00,313.1181,312.6097,313.6265
2020-01-13 13:26:00,313.1344,312.6368,313.6319
2020-01-13 13:27:00,313.1518,312.6741,313.6295
2020-01-13 13:28:00,313.1695,312.71,313.629
2020-01-13 13:29:00,313.1858,312.739,313.6327
2020-01-13 13:30:00,313.2024,312.7694,313.6355
2020-01-13 13:31:00,313.2144,312.7882,313.6406
2020-01-13 13:32:00,313.2277,312.8068,313.6487
2020-01-13 13:33:00,313.2391,312.8294,313.6488
2020-01-13 13:34:00,313.2478,312.8429,313.6528
2020-01-13 13:35:00,313.2568,312.8565,313.6572
2020-01-13 13:36:00,313.2663,312.8722,313.6604
2020-01-13 13:37:00,313.2743,312.8787,313.67
2020-01-13 13:38:00,313.2811,312.8857,313.6764
2020-01-13 13:39:00,313.2879,312.8939,313.6819
2020-01-13 13:40:00,313.2964,312.9049,313.688
2020-01-13 13:41:00,313.3058,312.9155,313.6962
2020-01-13 13:42:00,313.3165,312.9269,313.7062
2020-01-13 13:43:00,313.3249,312.9405,313.7093
2020-01-13 13:44:00,313.331,312.9526,313.7094
2020-01-13 13:45:00,313.3375,312.9612,313.7139
2020-01-13 13:46:00,313.3437,312.9657,313.7217
2020-01-13 13:47:00,313.3502,312.9703,313.7301
2020-01-13 13:48:00,313.3573,312.9705,313.744
2020-01-13 13:49:00,313.3661,312.9772,313.755
2020-01-13 13:50:00,313.3769,312.9899,313.764
2020-01-13 13:51:00,313.3842,312.9944,313.774
2020-01-13 13:52:00,313.391,312.9979,313.7841
2020-01-13 13:53:00,313.398,313.0009,313.7951
2020-01-13 13:54:00,313.4047,313.0069,313.8024
2020-01-13 13:55:00,313.4111,313.0099,313.8122
2020-01-13 13:56:00,313.4188,313.0132,313.8244
2020-01-13 13:57:00,313.4267,313.0125,313.8408
2020-01-13 13:58:00,313.434,313.0163,313.8517
2020-01-13 13:59:00,313.4405,313.0217,313.8593
2020-01-13 14:00:00,313.4487,313.0354,313.862
2020-01-13 14:01:00,313.4543,313.0477,313.8609
2020-01-13 14:02:00,313.4575,313.056,313.859
2020-01-13 14:03:00,313.4628,313.0715,313.8541
2020-01-13 14:04:00,313.4678,313.0886,313.8471
2020-01-13 14:05:00,313.4771,313.1225,313.8317
2020-01-13 14:06:00,313.4863,313.1486,313.824
2020-01-13 14:07:00,313.4978,313.1747,313.8209
2020-01-13 14:08:00,313.5094,313.1883,313.8306
2020-01-13 14:09:00,313.5193,313.1954,313.8433
2020-01-13 14:10:00,313.5303,313.2039,313.8566
2020-01-13 14:11:00,313.5421,313.216,313.8682
2020-01-13 14:12:00,313.5524,313.2273,313.8776
2020-01-13 14:13:00,313.5631,313.235,313.8912
2020-01-13 14:14:00,313.5736,313.246,313.9012
2020-01-13 14:15:00,313.5841,313.2597,313.9084
2020-01-13 14:16:00,313.5942,313.2767,313.9117
2020-01-13 14:17:00,313.6074,313.2859,313.9289
2020-01-13 14:18:00,313.6213,313.2818,313.9609
2020-01-13 14:19:00,313.6382,313.2631,314.0132
2020-01-13 14:20:00,313.6555,313.2445,314.0665
2020-01-13 14:21:00,313.6707,313.235,314.1063
2020-01-13 14:22:00,313.6827,313.2221,314.1433
2020-01-13 14:23:00,313.6931,313.2013,314.185
2020-01-13 14:24:00,313.7053,313.1766,314.2339
2020-01-13 14:25:00,313.7192,313.1552,314.2833
2020-01-13 14:26:00,313.7336,313.1459,314.3213
2020-01-13 14:27:00,313.7486,313.1371,314.3602
2020-01-13 14:28:00,313.7642,313.1248,314.4036
2020-01-13 14:29:00,313.7825,313.1035,314.4616
2020-01-13 14:30:00,313.7997,313.0886,314.5107
2020-01-13 14:31:00,313.8209,313.0712,314.5706
2020-01-13 14:32:00,313.842,313.0508,314.6331
2020-01-13 14:33:00,313.8639,313.0425,314.6854
2020-01-13 14:34:00,313.8872,313.0352,314.7392
2020-01-13 14:35:00,313.9079,313.0374,314.7784
2020-01-13 14:36:00,313.9292,313.0392,314.8192
2020-01-13 14:37:00,313.947,313.0469,314.8472
2020-01-13 14:38:00,313.9649,313.0604,314.8693
2020-01-13 14:39:00,313.9839,313.0739,314.8938
2020-01-13 14:40:00,314.0025,313.0855,314.9195
2020-01-13 14:41:00,314.0183,313.099,314.9377
2020-01-13 14:42:00,314.0332,313.1108,314.9557
2020-01-13 14:43:00,314.05,313.1297,314.9704
2020-01-13 14:44:00,314.066,313.1567,314.9754
2020-01-13 14:45:00,314.0831,313.1786,314.9875
2020-01-13 14:46:00,314.0988,313.1991,314.9985
2020-01-13 14:47:00,314.1136,313.22,315.0073
2020-01-13 14:48:00,314.1275,313.2367,315.0183
2020-01-13 14:49:00,314.142,313.2544,315.0296
2020-01-13 14:50:00,314.1583,313.2693,315.0474
2020-01-13 14:51:00,314.1762,313.2868,315.0657
2020-01-13 14:52:00,314.1929,313.3068,315.079
2020-01-13 14:53:00,314.2087,313.3273,315.0901
2020-01-13 14:54:00,314.2262,313.3513,315.1011
2020-01-13 14:55:00,314.2452,313.3715,315.1188
2020-01-13 14:56:00,314.2639,313.3891,315.1387
2020-01-13 14:57:00,314.2822,313.4036,315.1607
2020-01-13 14:58:00,314.3027,313.422,315.1833
2020-01-13 14:59:00,314.3232,313.447,315.1993
2020-01-13 15:00:00,314.345,313.4748,315.2153
2020-01-13 15:01:00,314.3683,313.5151,315.2216
2020-01-13 15:02:00,314.3929,313.5693,315.2166
2020-01-13 15:03:00,314.4185,313.6212,315.2159
2020-01-13 15:04:00,314.4448,313.6824,315.2071
2020-01-13 15:05:00,314.469,313.7358,315.2023
2020-01-13 15:06:00,314.49,313.7859,315.1941
2020-01-13 15:07:00,314.5095,313.8262,315.1929
2020-01-13 15:08:00,314.5279,313.8585,315.1973
2020-01-13 15:09:00,314.5466,313.8931,315.2002
2020-01-13 15:10:00,314.5635,313.9287,315.1982
2020-01-13 15:11:00,314.58,313.965,315.195
2020-01-13 15:12:00,314.5958,314.0085,315.1831
2020-01-13 15:13:00,314.6086,314.0497,315.1675
2020-01-13 15:14:00,314.6225,314.0963,315.1488
2020-01-13 15:15:00,314.6363,314.148,315.1245
2020-01-13 15:16:00,314.6511,314.2085,315.0936
2020-01-13 15:17:00,314.6616,314.2507,315.0725
2020-01-13 15:18:00,314.6717,314.2834,315.0601
2020-01-13 15:19:00,314.6789,314.3008,315.0569
2020-01-13 15:20:00,314.6849,314.3152,315.0545
2020-01-13 15:21:00,314.695,314.3361,315.0538
2020-01-13 15:22:00,314.7053,314.3606,315.0501
2020-01-13 15:23:00,314.715,314.3773,315.0528
2020-01-13 15:24:00,314.7261,314.3804,315.0718
2020-01-13 15:25:00,314.7373,314.3811,315.0934
2020-01-13 15:26:00,314.7492,314.3917,315.1067
2020-01-13 15:27:00,314.7602,314.4021,315.1184
2020-01-13 15:28:00,314.7672,314.4131,315.1213
2020-01-13 15:29:00,314.7732,314.4131,315.1333
2020-01-13 15:30:00,314.7819,314.4111,315.1526
2020-01-13 15:31:00,314.7889,314.403,315.1748
2020-01-13 15:32:00,314.7957,314.3922,315.1992
2020-01-13 15:33:00,314.8055,314.3752,315.2359
2020-01-13 15:34:00,314.8139,314.3616,315.2662
2020-01-13 15:35:00,314.826,314.3471,315.305
2020-01-13 15:36:00,314.8369,314.3355,315.3382
2020-01-13 15:37:00,314.851,314.3299,315.372
2020-01-13 15:38:00,314.8651,314.3323,315.3978
2020-01-13 15:39:00,314.8788,314.3308,315.4267
2020-01-13 15:40:00,314.893,314.3268,315.4591
2020-01-13 15:41:00,314.9086,314.3327,315.4846
2020-01-13 15:42:00,314.922,314.3454,315.4987
2020-01-13 15:43:00,314.9359,314.3588,315.513
2020-01-13 15:44:00,314.9586,314.364,315.5531
2020-01-13 15:45:00,314.9807,314.3549,315.6066
2020-01-13 15:46:00,315.001,314.3609,315.6411
2020-01-13 15:47:00,315.0238,314.365,315.6827
2020-01-13 15:48:00,315.0466,314.3691,315.7241
2020-01-13 15:49:00,315.0681,314.377,315.7591
2020-01-13 15:50:00,315.0881,314.3763,315.7999
2020-01-13 15:51:00,315.1091,314.3693,315.8488
2020-01-13 15:52:00,315.1321,314.3667,315.8974
2020-01-13 15:53:00,315.1584,314.3589,315.9579
2020-01-13 15:54:00,315.1891,314.3295,316.0487
2020-01-13 15:55:00,315.2221,314.2779,316.1664
2020-01-13 15:56:00,315.255,314.2337,316.2763
2020-01-13 15:57:00,315.2874,314.1966,316.3782
2020-01-13 15:58:00,315.3202,314.1581,316.4823
2020-01-13 15:59:00,315.3546,314.1267,316.5824
2020-01-13 16:00:00,315.3886,314.0982,316.6789
2020-01-14 09:31:00,315.4184,314.0922,316.7446
2020-01-14 09:32:00,315.4432,314.1037,316.7826
2020-01-14 09:33:00,315.4616,314.1186,316.8047
2020-01-14 09:34:00,315.4785,314.1356,316.8213
2020-01-14 09:35:00,315.502,314.147,316.857
2020-01-14 09:36:00,315.5261,314.1661,316.8862
2020-01-14 09:37:00,315.5441,314.1891,316.8992
2020-01-14 09:38:00,315.5703,314.2023,316.9383
2020-01-14 09:39:00,315.601,314.2069,316.9951
2020-01-14 09:40:00,315.6341,314.2157,317.0525
2020-01-14 09:41:00,315.6641,314.2347,317.0936
2020-01-14 09:42:00,315.6897,314.2681,317.1113
2020-01-14 09:43:00,315.7152,314.313,317.1175
2020-01-14 09:44:00,315.7385,314.3573,317.1197
2020-01-14 09:45:00,315.7651,314.4043,317.1259
2020-01-14 09:46:00,315.789,314.4517,317.1262
2020-01-14 09:47:00,315.8156,314.5068,317.1244
2020-01-14 09:48:00,315.8358,314.5563,317.1153
2020-01-14 09:49:00,315.852,314.6037,317.1003
2020-01-14 09:50:00,315.8631,314.6433,317.0829
2020-01-14 09:51:00,315.8688,314.664,317.0736
2020-01-14 09:52:00,315.8683,314.6619,317.0747
2020-01-14 09:53:00,315.8713,314.6733,317.0694
2020-01-14 09:54:00,315.8679,314.6602,317.0756
2020-01-14 09:55:00,315.8714,314.6708,317.072
2020-01-14 09:56:00,315.8659,314.6484,317.0833
2020-01-14 09:57:00,315.8505,314.5727,317.1284
2020-01-14 09:58:00,315.8373,314.5058,317.1688
2020-01-14 09:59:00,315.8123,314.3701,317.2545
2020-01-14 10:00:00,315.7893,314.264,317.3146
2020-01-14 10:01:00,315.7711,314.1928,317.3494
2020-01-14 10:02:00,315.7603,314.1592,317.3613
2020-01-14 10:03:00,315.7504,314.133,317.3679
2020-01-14 10:04:00,315.7449,314.1197,317.3701
2020-01-14 10:05:00,315.7386,314.1058,317.3714
2020-01-14 10:06:00,315.7366,314.102,317.3713
2020-01-14 10:07:00,315.7276,314.0806,317.3745
2020-01-14 10:08:00,315.7241,314.0734,317.3748
2020-01-14 10:09:00,315.7234,314.0723,317.3746
2020-01-14 10:10:00,315.7285,314.0784,317.3787
2020-01-14 10:11:00,315.7312,314.0823,317.3801
2020-01-14 10:12:00,315.7369,314.0913,317.3825
2020-01-14 10:13:00,315.7406,314.0975,317.3837
2020-01-14 10:14:00,315.7398,314.0966,317.383
2020-01-14 10:15:00,315.7455,314.0985,317.3924
2020-01-14 10:16:00,315.7453,314.0983,317.3923
2020-01-14 10:17:00,315.747,314.0994,317.3945
2020-01-14 10:18:00,315.7565,314.0999,317.4131
2020-01-14 10:19:00,315.7704,314.0984,317.4423
2020-01-14 10:20:00,315.7782,314.1003,317.4561
2020-01-14 10:21:00,315.7789,314.1006,317.4572
2020-01-14 10:22:00,315.782,314.1012,317.4628
2020-01-14 10:23:00,315.7835,314.1011,317.4658
2020-01-14 10:24:00,315.7763,314.1026,317.45
2020-01-14 10:25:00,315.7699,314.1086,317.4311
2020-01-14 10:26:00,315.7659,314.1135,317.4183
2020-01-14 10:27:00,315.759,314.1206,317.3975
2020-01-14 10:28:00,315.7532,314.1286,317.3779
2020-01-14 10:29:00,315.7486,314.136,317.3611
2020-01-14 10:30:00,315.7425,314.1458,317.3392
2020-01-14 10:31:00,315.746,314.1401,317.3518
2020-01-14 10:32:00,315.7579,314.1239,317.3918
2020-01-14 10:33:00,315.7767,314.1031,317.4503
2020-01-14 10:34:00,315.7993,314.0799,317.5187
2020-01-14 10:35:00,315.8143,314.0599,317.5687
2020-01-14 10:36:00,315.8291,314.0434,317.6148
2020-01-14 10:37:00,315.847,314.0344,317.6595
2020-01-14 10:38:00,315.8538,314.0282,317.6793
2020-01-14 10:39:00,315.8546,314.0273,317.6819
2020-01-14 10:40:00,315.8569,314.0242,317.6897
2020-01-14 10:41:00,315.8581,314.0231,317.693
2020-01-14 10:42:00,315.8631,314.0214,317.7048
2020-01-14 10:43:00,315.8694,314.0205,317.7183
2020-01-14 10:44:00,315.8797,314.0187,317.7406
2020-01-14 10:45:00,315.8864,314.0167,317.756
2020-01-14 10:46:00,315.8912,314.0173,317.7651
2020-01-14 10:47:00,315.8922,314.0174,317.767
2020-01-14 10:48:00,315.8945,314.0191,317.77
2020-01-14 10:49:00,315.9005,314.025,317.7759
2020-01-14 10:50:00,315.9056,314.0339,317.7772
2020-01-14 10:51:00,315.9088,314.0411,317.7765
2020-01-14 10:52:00,315.9168,314.0631,317.7705
2020-01-14 10:53:00,315.9154,314.0591,317.7717
2020-01-14 10:54:00,315.9187,314.069,317.7685
2020-01-14 10:55:00,315.9159,314.0622,317.7696
2020-01-14 10:56:00,315.9173,314.067,317.7676
2020-01-14 10:57:00,315.9376,314.1385,317.7368
2020-01-14 10:58:00,315.9637,314.2261,317.7013
2020-01-14 10:59:00,316.0004,314.3801,317.6208
2020-01-14 11:00:00,316.0334,314.5189,317.5479
2020-01-14 11:01:00,316.0634,314.6338,317.4929
2020-01-14 11:02:00,316.0861,314.7076,317.4645
2020-01-14 11:03:00,316.1027,314.7637,317.4417
2020-01-14 11:04:00,316.1177,314.8079,317.4276
2020-01-14 11:06:00,316.1302,314.8469,317.4136
2020-01-14 11:07:00,316.1438,314.879,317.4085
2020-01-14 11:08:00,316.1614,314.9375,317.3853
2020-01-14 11:09:00,316.1744,314.9762,317.3726
2020-01-14 11:10:00,316.1818,314.9975,317.3661
2020-01-14 11:11:00,316.1805,314.9945,317.3666
2020-01-14 11:12:00,316.1824,314.9994,317.3653
2020-01-14 11:13:00,316.1831,315.0013,317.3648
2020-01-14 11:14:00,316.1835,315.0026,317.3644
2020-01-14 11:15:00,316.1802,314.9926,317.3677
2020-01-14 11:16:00,316.1688,314.969,317.3687
2020-01-14 11:17:00,316.1646,314.9563,317.3728
2020-01-14 11:18:00,316.1592,314.9439,317.3745
2020-01-14 11:19:00,316.1462,314.9261,317.3663
2020-01-14 11:20:00,316.1297,314.91,317.3494
2020-01-14 11:21:00,316.1164,314.8884,317.3444
2020-01-14 11:22:00,316.1022,314.8503,317.3542
2020-01-14 11:23:00,316.0859,314.8146,317.3573
2020-01-14 11:24:00,316.0745,314.7979,317.3512
2020-01-14 11:25:00,316.0647,314.779,317.3504
2020-01-14 11:26:00,316.0507,314.7612,317.3402
2020-01-14 11:27:00,316.0293,314.7319,317.3268
2020-01-14 11:28:00,316.0121,314.7073,317.3169
2020-01-14 11:29:00,315.9909,314.6805,317.3012
2020-01-14 11:30:00,315.9674,314.6553,317.2794
2020-01-14 11:31:00,315.9432,314.6257,317.2608
2020-01-14 11:32:00,315.9151,314.6083,317.2218
2020-01-14 11:33:00,315.8824,314.5945,317.1703
2020-01-14 11:34:00,315.8465,314.5881,317.105
2020-01-14 11:35:00,315.8109,314.6021,317.0198
2020-01-14 11:36:00,315.7768,314.6201,316.9335
2020-01-14 11:37:00,315.7478,314.6495,316.846
2020-01-14 11:38:00,315.7199,314.6716,316.7683
2020-01-14 11:39:00,315.6967,314.695,316.6984
2020-01-14 11:40:00,315.6755,314.7195,316.6315
2020-01-14 11:41:00,315.648,314.7541,316.542
2020-01-14 11:42:00,315.6205,314.7628,316.4781
2020-01-14 11:43:00,315.5921,314.758,316.4261
2020-01-14 11:44:00,315.5629,314.7469,316.3789
2020-01-14 11:45:00,315.5318,314.7541,316.3095
2020-01-14 11:46:00,315.5033,314.7736,316.233
2020-01-14 11:47:00,315.484,314.7953,316.1726
2020-01-14 11:48:00,315.4659,314.8087,316.1231
2020-01-14 11:49:00,315.4532,314.8164,316.09
2020-01-14 11:50:00,315.4394,314.8218,316.057
2020-01-14 11:51:00,315.4379,314.8224,316.0534
2020-01-14 11:52:00,315.4418,314.8237,316.0599
2020-01-14 11:53:00,315.4469,314.8272,316.0666
2020-01-14 11:54:00,315.4559,314.8447,316.0671
2020-01-14 11:55:00,315.4664,314.8577,316.0751
2020-01-14 11:56:00,315.4795,314.8615,316.0974
2020-01-14 11:57:00,315.4972,314.8896,316.1048
2020-01-14 11:58:00,315.5084,314.8847,316.1321
2020-01-14 11:59:00,315.5177,314.8673,316.1682
2020-01-14 12:00:00,315.5311,314.8319,316.2302
2020-01-14 12:01:00,315.5382,314.8217,316.2548
2020-01-14 12:02:00,315.5446,314.8084,316.2809
2020-01-14 12:03:00,315.5519,314.7911,316.3127
2020-01-14 12:04:00,315.5603,314.7785,316.342
2020-01-14 12:05:00,315.5653,314.7706,316.3599
2020-01-14 12:06:00,315.5726,314.7611,316.384
2020-01-14 12:07:00,315.5711,314.7633,316.3789
2020-01-14 12:08:00,315.5704,314.7638,316.377
2020-01-14 12:09:00,315.5722,314.7617,316.3827
2020-01-14 12:10:00,315.5754,314.7592,316.3915
2020-01-14 12:11:00,315.579,314.7584,316.3997
2020-01-14 12:12:00,315.5828,314.7574,316.4081
2020-01-14 12:13:00,315.5866,314.7567,316.4165
2020-01-14 12:14:00,315.5891,314.7582,316.4201
2020-01-14 12:15:00,315.5938,314.762,316.4256
2020-01-14 12:16:00,315.5953,314.7638,316.4268
2020-01-14 12:17:00,315.5962,314.7652,316.4272
2020-01-14 12:18:00,315.5944,314.7631,316.4258
2020-01-14 12:19:00,315.5914,314.7596,316.4233
2020-01-14 12:20:00,315.5884,314.7562,316.4207
2020-01-14 12:21:00,315.5884,314.7561,316.4207
2020-01-14 12:22:00,315.5944,314.7694,316.4194
2020-01-14 12:23:00,315.6009,314.7814,316.4204
2020-01-14 12:24:00,315.6011,314.7816,316.4206
2020-01-14 12:25:00,315.6037,314.7848,316.4227
2020-01-14 12:26:00,315.6049,314.786,316.4237
2020-01-14 12:27:00,315.6082,314.793,316.4234
2020-01-14 12:28:00,315.6086,314.7939,316.4233
2020-01-14 12:29:00,315.6092,314.7955,316.423
2020-01-14 12:30:00,315.6086,314.7938,316.4235
2020-01-14 12:31:00,315.6104,314.7991,316.4218
2020-01-14 12:32:00,315.6103,314.7986,316.4219
2020-01-14 12:33:00,315.612,314.8042,316.4198
2020-01-14 12:34:00,315.6147,314.8133,316.416
2020-01-14 12:35:00,315.6129,314.8074,316.4184
2020-01-14 12:36:00,315.6114,314.8026,316.4202
2020-01-14 12:37:00,315.6074,314.7933,316.4215
2020-01-14 12:38:00,315.6076,314.7937,316.4215
2020-01-14 12:39:00,315.606,314.7911,316.4209
2020-01-14 12:40:00,315.6035,314.7874,316.4197
2020-01-14 12:41:00,315.6027,314.7855,316.4199
2020-01-14 12:42:00,315.6039,314.7895,316.4183
2020-01-14 12:43:00,315.6064,314.7994,316.4134
2020-01-14 12:44:00,315.6116,314.8207,316.4025
2020-01-14 12:45:00,315.6156,314.8376,316.3935
2020-01-14 12:46:00,315.6182,314.8479,316.3885
2020-01-14 12:47:00,315.6159,314.8407,316.3911
2020-01-14 12:48:00,315.6113,314.8238,316.3988
2020-01-14 12:49:00,315.606,314.807,316.405
2020-01-14 12:50:00,315.5988,314.7797,316.4179
2020-01-14 12:51:00,315.5845,314.7377,316.4312
2020-01-14 12:52:00,315.5713,314.7053,316.4373
2020-01-14 12:53:00,315.5579,314.6722,316.4436
2020-01-14 12:54:00,315.5458,314.6417,316.4498
2020-01-14 12:55:00,315.5301,314.6077,316.4525
2020-01-14 12:56:00,315.5109,314.5782,316.4436
2020-01-14 12:57:00,315.4915,314.5464,316.4366
2020-01-14 12:58:00,315.468,314.5105,316.4255
2020-01-14 12:59:00,315.4427,314.4888,316.3965
2020-01-14 13:00:00,315.4123,314.4846,316.3401
2020-01-14 13:01:00,315.3933,314.4825,316.304
2020-01-14 13:02:00,315.3747,314.4928,316.2565
2020-01-14 13:03:00,315.3566,314.5161,316.1971
2020-01-14 13:04:00,315.3393,314.5344,316.1442
2020-01-14 13:05:00,315.3213,314.5483,316.0943
2020-01-14 13:06:00,315.3016,314.5649,316.0384
