date,1. open,2. high,3. low,4. close,5. volume
2020-01-13 09:31:00,311.64,312.28,311.63,312.28,1207486.0
2020-01-13 09:32:00,312.24,312.4798,311.95,311.95,264182.0
2020-01-13 09:33:00,311.95,312.4,311.91,312.39,175259.0
2020-01-13 09:34:00,312.38,312.88,312.38,312.74,292330.0
2020-01-13 09:35:00,312.7618,312.93,312.7618,312.93,315777.0
2020-01-13 09:36:00,312.9998,313.09,312.9998,313.09,282650.0
2020-01-13 09:37:00,313.1,313.25,313.1,313.17,305700.0
2020-01-13 09:38:00,313.1301,313.1301,312.92,312.9515,210523.0
2020-01-13 09:39:00,313.03,313.03,312.8501,312.8501,121088.0
2020-01-13 09:40:00,312.7637,312.83,312.67,312.67,175692.0
2020-01-13 09:41:00,312.755,312.755,312.1711,312.1711,196642.0
2020-01-13 09:42:00,312.22,312.3682,312.1802,312.3682,161686.0
2020-01-13 09:43:00,312.2,312.2605,312.2,312.2605,196531.0
2020-01-13 09:44:00,312.15,312.475,312.15,312.475,139704.0
2020-01-13 09:45:00,312.57,312.57,312.57,312.57,15598.0
2020-01-13 09:46:00,312.79,312.85,312.79,312.85,296380.0
2020-01-13 09:47:00,312.77,312.83,312.72,312.83,146386.0
2020-01-13 09:48:00,312.7966,312.7966,312.6925,312.77,92928.0
2020-01-13 09:49:00,312.71,312.71,312.52,312.63,82695.0
2020-01-13 09:50:00,312.705,312.81,312.62,312.7742,91232.0
2020-01-13 09:51:00,312.77,312.7993,312.57,312.625,65430.0
2020-01-13 09:52:00,312.625,312.625,312.22,312.28,125887.0
2020-01-13 09:53:00,312.28,312.49,312.27,312.47,78889.0
2020-01-13 09:54:00,312.47,312.54,312.16,312.275,97474.0
2020-01-13 09:55:00,312.2906,312.425,312.13,312.26,81127.0
2020-01-13 09:56:00,312.28,312.58,312.28,312.5,96807.0
2020-01-13 09:57:00,312.52,312.7,312.4,312.7,55933.0
2020-01-13 09:58:00,312.7,312.8003,312.61,312.8,86930.0
2020-01-13 09:59:00,312.7846,313.08,312.76,312.97,176099.0
2020-01-13 10:00:00,312.955,313.14,312.92,312.92,143383.0
2020-01-13 10:01:00,312.94,313.03,312.83,312.87,83364.0
2020-01-13 10:02:00,312.86,312.96,312.75,312.78,60265.0
2020-01-13 10:03:00,312.77,312.7851,312.27,312.36,164415.0
2020-01-13 10:04:00,312.39,312.56,312.26,312.4647,114753.0
2020-01-13 10:05:00,312.47,312.5251,312.352,312.5,43899.0
2020-01-13 10:06:00,312.49,312.58,312.13,312.317,141287.0
2020-01-13 10:07:00,312.205,312.27,311.9318,312.0335,237440.0
2020-01-13 10:08:00,311.99,312.21,311.96,312.15,124641.0
2020-01-13 10:09:00,312.1307,312.17,312.06,312.12,66490.0
2020-01-13 10:10:00,312.1275,312.1294,311.81,312.0,120264.0
2020-01-13 10:11:00,311.9906,312.11,311.89,312.07,95288.0
2020-01-13 10:12:00,312.06,312.24,312.05,312.08,90842.0
2020-01-13 10:13:00,312.0795,312.2608,312.0,312.21,67700.0
2020-01-13 10:14:00,312.208,312.23,311.99,312.1092,76233.0
2020-01-13 10:15:00,312.1027,312.1027,311.93,312.04,62715.0
2020-01-13 10:16:00,312.06,312.2,311.98,312.1801,57249.0
2020-01-13 10:17:00,312.1901,312.41,312.18,312.29,113103.0
2020-01-13 10:18:00,312.31,312.42,312.25,312.3496,66723.0
2020-01-13 10:19:00,312.35,312.35,312.0,312.07,83258.0
2020-01-13 10:20:00,312.095,312.1712,312.01,312.0134,52897.0
2020-01-13 10:21:00,312.01,312.0132,311.74,311.8298,133435.0
