date,ADX
2020-01-13 11:34:00,10.4426
2020-01-13 11:35:00,10.3346
2020-01-13 11:36:00,10.2601
2020-01-13 11:37:00,10.1848
2020-01-13 11:38:00,10.1107
2020-01-13 11:39:00,10.0226
2020-01-13 11:40:00,9.9359
2020-01-13 11:41:00,9.8261
2020-01-13 11:42:00,9.718
2020-01-13 11:43:00,9.5993
2020-01-13 11:44:00,9.5102
2020-01-13 11:45:00,9.4256
2020-01-13 11:46:00,9.3439
2020-01-13 11:47:00,9.3004
2020-01-13 11:48:00,9.2664
2020-01-13 11:49:00,9.4265
2020-01-13 11:50:00,9.5839
2020-01-13 11:51:00,9.6854
2020-01-13 11:52:00,9.782
2020-01-13 11:53:00,9.8891
2020-01-13 11:54:00,9.9385
2020-01-13 11:57:00,9.9774
2020-01-13 11:58:00,10.032
2020-01-13 11:59:00,10.118
2020-01-13 12:00:00,10.2387
2020-01-13 12:01:00,10.3831
2020-01-13 12:02:00,10.5367
2020-01-13 12:03:00,10.6569
2020-01-13 12:04:00,10.7348
2020-01-13 12:05:00,10.8115
2020-01-13 12:06:00,10.8642
2020-01-13 12:07:00,10.9052
2020-01-13 12:08:00,10.9421
2020-01-13 12:09:00,10.9784
2020-01-13 12:10:00,11.0284
2020-01-13 12:11:00,11.0934
2020-01-13 12:12:00,11.1431
2020-01-13 12:13:00,11.1919
2020-01-13 12:14:00,11.2076
2020-01-13 12:15:00,11.2424
2020-01-13 12:16:00,11.2566
2020-01-13 12:17:00,11.2455
2020-01-13 12:18:00,11.2375
2020-01-13 12:19:00,11.2095
2020-01-13 12:20:00,11.1696
2020-01-13 12:21:00,11.1364
2020-01-13 12:22:00,11.116
2020-01-13 12:23:00,11.0773
2020-01-13 12:24:00,11.017
2020-01-13 12:25:00,10.9578
2020-01-13 12:26:00,10.8995
2020-01-13 12:27:00,10.8269
2020-01-13 12:28:00,10.7494
2020-01-13 12:29:00,10.7018
2020-01-13 12:30:00,10.6699
2020-01-13 12:31:00,10.6841
2020-01-13 12:32:00,10.7203
2020-01-13 12:33:00,10.7559
2020-01-13 12:34:00,10.8296
2020-01-13 12:35:00,10.9296
2020-01-13 12:36:00,11.0026
2020-01-13 12:37:00,11.1046
2020-01-13 12:38:00,11.2139
2020-01-13 12:39:00,11.3273
2020-01-13 12:40:00,11.4273
2020-01-13 12:41:00,11.4908
2020-01-13 12:42:00,11.5533
2020-01-13 12:43:00,11.6293
2020-01-13 12:44:00,11.7056
2020-01-13 12:45:00,11.8032
2020-01-13 12:46:00,11.9119
2020-01-13 12:47:00,12.0503
2020-01-13 12:48:00,12.1864
2020-01-13 12:49:00,12.3012
2020-01-13 12:50:00,12.3494
2020-01-13 12:51:00,12.4188
2020-01-13 12:52:00,12.5032
2020-01-13 12:53:00,12.5954
2020-01-13 12:54:00,12.6964
2020-01-13 12:55:00,12.772
2020-01-13 12:56:00,12.8463
2020-01-13 12:57:00,12.934
2020-01-13 12:58:00,13.027
2020-01-13 12:59:00,13.1033
2020-01-13 13:00:00,13.1394
2020-01-13 13:01:00,13.1748
2020-01-13 13:02:00,13.2242
2020-01-13 13:03:00,13.2181
2020-01-13 13:04:00,13.212
2020-01-13 13:05:00,13.1818
2020-01-13 13:06:00,13.1092
2020-01-13 13:07:00,13.0378
2020-01-13 13:08:00,13.003
2020-01-13 13:09:00,13.0103
2020-01-13 13:10:00,13.0437
2020-01-13 13:11:00,13.0475
2020-01-13 13:12:00,13.0587
2020-01-13 13:13:00,13.0958
2020-01-13 13:14:00,13.1324
2020-01-13 13:15:00,13.1479
2020-01-13 13:16:00,13.1379
2020-01-13 13:17:00,13.1339
2020-01-13 13:18:00,13.1534
2020-01-13 13:19:00,13.1725
2020-01-13 13:20:00,13.1993
2020-01-13 13:21:00,13.2683
2020-01-13 13:22:00,13.3697
2020-01-13 13:23:00,13.5398
2020-01-13 13:24:00,13.7069
2020-01-13 13:25:00,13.8713
2020-01-13 13:26:00,13.9567
2020-01-13 13:27:00,14.0406
2020-01-13 13:28:00,14.1341
2020-01-13 13:29:00,14.2261
2020-01-13 13:30:00,14.3022
2020-01-13 13:31:00,14.3278
2020-01-13 13:32:00,14.3529
2020-01-13 13:33:00,14.3291
2020-01-13 13:34:00,14.3056
2020-01-13 13:35:00,14.299
2020-01-13 13:36:00,14.2925
2020-01-13 13:37:00,14.2904
2020-01-13 13:38:00,14.2614
2020-01-13 13:39:00,14.2329
2020-01-13 13:40:00,14.2138
2020-01-13 13:41:00,14.2169
2020-01-13 13:42:00,14.2458
2020-01-13 13:43:00,14.2166
2020-01-13 13:44:00,14.1653
2020-01-13 13:45:00,14.1149
2020-01-13 13:46:00,14.0927
2020-01-13 13:47:00,14.0678
2020-01-13 13:48:00,14.0841
2020-01-13 13:49:00,14.1082
2020-01-13 13:50:00,14.1407
2020-01-13 13:51:00,14.1562
2020-01-13 13:52:00,14.185
2020-01-13 13:53:00,14.2133
2020-01-13 13:54:00,14.257
2020-01-13 13:55:00,14.2867
2020-01-13 13:56:00,14.3478
2020-01-13 13:57:00,14.4213
2020-01-13 13:58:00,14.4858
2020-01-13 13:59:00,14.5037
2020-01-13 14:00:00,14.4833
2020-01-13 14:01:00,14.4261
2020-01-13 14:02:00,14.2986
2020-01-13 14:03:00,14.1542
2020-01-13 14:04:00,13.9912
2020-01-13 14:05:00,13.8867
2020-01-13 14:06:00,13.8036
2020-01-13 14:07:00,13.7834
2020-01-13 14:08:00,13.8222
2020-01-13 14:09:00,13.8848
2020-01-13 14:10:00,13.9463
2020-01-13 14:11:00,14.0069
