date,VWAP
2020-01-13 09:31:00,312.0633
2020-01-13 09:32:00,312.0747
2020-01-13 09:33:00,312.0916
2020-01-13 09:34:00,312.1783
2020-01-13 09:35:00,312.2757
2020-01-13 09:36:00,312.363
2020-01-13 09:37:00,312.4502
2020-01-13 09:38:00,312.4881
2020-01-13 09:39:00,312.5042
2020-01-13 09:40:00,312.5157
2020-01-13 09:41:00,312.5074
2020-01-13 09:42:00,312.4986
2020-01-13 09:43:00,312.4856
2020-01-13 09:44:00,312.4815
2020-01-13 09:45:00,312.4818
2020-01-13 09:46:00,312.5055
2020-01-13 09:47:00,312.5148
2020-01-13 09:48:00,312.5197
2020-01-13 09:49:00,312.5214
2020-01-13 09:50:00,312.5255
2020-01-13 09:51:00,312.5274
2020-01-13 09:52:00,312.5235
2020-01-13 09:53:00,312.5218
2020-01-13 09:54:00,312.518
2020-01-13 09:55:00,312.5142
2020-01-13 09:56:00,312.5131
2020-01-13 09:57:00,312.514
2020-01-13 09:58:00,312.5175
2020-01-13 09:59:00,312.5306
2020-01-13 10:00:00,312.5421
2020-01-13 10:01:00,312.5473
2020-01-13 10:02:00,312.5502
2020-01-13 10:03:00,312.5481
2020-01-13 10:04:00,312.5459
2020-01-13 10:05:00,312.5453
2020-01-13 10:06:00,312.5408
2020-01-13 10:07:00,312.5242
2020-01-13 10:08:00,312.5165
2020-01-13 10:09:00,312.5126
2020-01-13 10:10:00,312.5034
2020-01-13 10:11:00,312.4969
2020-01-13 10:12:00,312.4921
2020-01-13 10:13:00,312.4889
2020-01-13 10:14:00,312.485
2020-01-13 10:15:00,312.481
2020-01-13 10:16:00,312.4782
2020-01-13 10:17:00,312.4754
2020-01-13 10:18:00,312.4742
2020-01-13 10:19:00,312.4706
2020-01-13 10:20:00,312.4678
2020-01-13 10:21:00,312.4575
2020-01-13 10:22:00,312.4531
2020-01-13 10:23:00,312.4502
2020-01-13 10:24:00,312.448
2020-01-13 10:25:00,312.4463
2020-01-13 10:26:00,312.4436
2020-01-13 10:27:00,312.4409
2020-01-13 10:28:00,312.4377
2020-01-13 10:29:00,312.4341
2020-01-13 10:30:00,312.4311
2020-01-13 10:31:00,312.4283
2020-01-13 10:32:00,312.4193
2020-01-13 10:33:00,312.4104
2020-01-13 10:34:00,312.406
2020-01-13 10:35:00,312.4019
2020-01-13 10:36:00,312.3945
2020-01-13 10:37:00,312.3888
2020-01-13 10:38:00,312.3825
2020-01-13 10:39:00,312.3792
2020-01-13 10:40:00,312.375
2020-01-13 10:41:00,312.3686
2020-01-13 10:42:00,312.3664
2020-01-13 10:43:00,312.3585
2020-01-13 10:44:00,312.3536
2020-01-13 10:45:00,312.3416
2020-01-13 10:46:00,312.3333
2020-01-13 10:47:00,312.3267
2020-01-13 10:48:00,312.3214
2020-01-13 10:49:00,312.3171
2020-01-13 10:50:00,312.3119
