date,Real Upper Band,Real Lower Band,Real Middle Band
2020-01-13 11:41:00,162.1464,161.332,161.7392
2020-01-13 11:42:00,162.155,161.3393,161.7472
2020-01-13 11:43:00,162.1634,161.3479,161.7557
2020-01-13 11:44:00,162.1666,161.3645,161.7656
2020-01-13 11:45:00,162.1712,161.3807,161.7759
2020-01-13 11:46:00,162.1764,161.3951,161.7858
2020-01-13 11:47:00,162.1805,161.41,161.7953
2020-01-13 11:48:00,162.184,161.4252,161.8046
2020-01-13 11:49:00,162.1862,161.4415,161.8138
2020-01-13 11:50:00,162.1858,161.4601,161.8229
2020-01-13 11:51:00,162.1846,161.4788,161.8317
2020-01-13 11:52:00,162.1814,161.5007,161.841
2020-01-13 11:53:00,162.1818,161.5166,161.8492
2020-01-13 11:54:00,162.18,161.5339,161.8569
2020-01-13 11:57:00,162.1747,161.5566,161.8657
2020-01-13 11:58:00,162.173,161.5745,161.8738
2020-01-13 11:59:00,162.1722,161.5952,161.8837
2020-01-13 12:00:00,162.1797,161.608,161.8939
2020-01-13 12:01:00,162.1873,161.6203,161.9038
2020-01-13 12:02:00,162.1955,161.6336,161.9145
2020-01-13 12:03:00,162.1998,161.6514,161.9256
2020-01-13 12:04:00,162.2063,161.6696,161.9379
2020-01-13 12:05:00,162.2033,161.6971,161.9502
2020-01-13 12:06:00,162.2109,161.7067,161.9588
2020-01-13 12:07:00,162.2172,161.7156,161.9664
2020-01-13 12:08:00,162.2214,161.7286,161.975
2020-01-13 12:09:00,162.2279,161.7374,161.9827
2020-01-13 12:10:00,162.2345,161.7472,161.9908
2020-01-13 12:11:00,162.2555,161.7457,162.0006
2020-01-13 12:12:00,162.2797,161.7393,162.0095
2020-01-13 12:13:00,162.298,161.7375,162.0178
2020-01-13 12:14:00,162.3115,161.7364,162.0239
2020-01-13 12:15:00,162.3307,161.729,162.0299
2020-01-13 12:16:00,162.3476,161.7249,162.0362
2020-01-13 12:17:00,162.3653,161.7212,162.0432
2020-01-13 12:18:00,162.3828,161.718,162.0504
2020-01-13 12:19:00,162.3971,161.716,162.0566
2020-01-13 12:20:00,162.4111,161.7157,162.0634
2020-01-13 12:21:00,162.4304,161.7147,162.0726
2020-01-13 12:22:00,162.446,161.7156,162.0808
2020-01-13 12:23:00,162.4618,161.717,162.0894
2020-01-13 12:24:00,162.4762,161.7219,162.0991
2020-01-13 12:25:00,162.4923,161.7255,162.1089
2020-01-13 12:26:00,162.5058,161.7328,162.1193
2020-01-13 12:27:00,162.5157,161.7416,162.1286
2020-01-13 12:28:00,162.5214,161.7549,162.1381
2020-01-13 12:29:00,162.5269,161.7677,162.1473
2020-01-13 12:30:00,162.5359,161.7778,162.1569
2020-01-13 12:31:00,162.5492,161.7867,162.168
2020-01-13 12:32:00,162.5646,161.792,162.1783
2020-01-13 12:33:00,162.5785,161.7991,162.1888
2020-01-13 12:34:00,162.5912,161.8064,162.1988
2020-01-13 12:35:00,162.6055,161.8081,162.2068
2020-01-13 12:36:00,162.6182,161.8144,162.2163
2020-01-13 12:37:00,162.6254,161.8242,162.2248
2020-01-13 12:38:00,162.6289,161.8381,162.2335
2020-01-13 12:39:00,162.6291,161.8553,162.2422
2020-01-13 12:40:00,162.6293,161.871,162.2501
2020-01-13 12:41:00,162.6333,161.884,162.2586
2020-01-13 12:42:00,162.6389,161.8941,162.2665
2020-01-13 12:43:00,162.6443,161.9053,162.2748
2020-01-13 12:44:00,162.6495,161.9169,162.2832
2020-01-13 12:45:00,162.6546,161.9283,162.2915
2020-01-13 12:46:00,162.6581,161.9417,162.2999
2020-01-13 12:47:00,162.6636,161.9528,162.3082
2020-01-13 12:48:00,162.6684,161.9644,162.3164
2020-01-13 12:49:00,162.6719,161.9776,162.3247
2020-01-13 12:50:00,162.674,161.9918,162.3329
2020-01-13 12:51:00,162.676,162.007,162.3415
2020-01-13 12:52:00,162.6764,162.0247,162.3505
2020-01-13 12:53:00,162.6756,162.044,162.3598
2020-01-13 12:54:00,162.6742,162.0638,162.369
2020-01-13 12:55:00,162.6729,162.0837,162.3783
2020-01-13 12:56:00,162.668,162.1079,162.388
2020-01-13 12:57:00,162.6622,162.1328,162.3975
2020-01-13 12:58:00,162.6561,162.1572,162.4067
2020-01-13 12:59:00,162.6535,162.1752,162.4144
2020-01-13 13:00:00,162.654,162.1872,162.4206
2020-01-13 13:01:00,162.6543,162.1996,162.427
2020-01-13 13:02:00,162.6552,162.2099,162.4325
2020-01-13 13:03:00,162.6554,162.2211,162.4383
2020-01-13 13:04:00,162.66,162.2274,162.4437
2020-01-13 13:05:00,162.6613,162.2378,162.4495
2020-01-13 13:06:00,162.6598,162.2515,162.4556
2020-01-13 13:07:00,162.6521,162.2695,162.4608
2020-01-13 13:08:00,162.6443,162.2871,162.4657
2020-01-13 13:09:00,162.637,162.3057,162.4714
2020-01-13 13:10:00,162.6325,162.3225,162.4775
2020-01-13 13:11:00,162.6328,162.3279,162.4804
2020-01-13 13:12:00,162.6361,162.3311,162.4836
2020-01-13 13:13:00,162.638,162.3372,162.4876
2020-01-13 13:14:00,162.6358,162.3492,162.4925
2020-01-13 13:15:00,162.6375,162.3546,162.496
2020-01-13 13:16:00,162.6365,162.3624,162.4994
2020-01-13 13:17:00,162.6363,162.3689,162.5026
2020-01-13 13:18:00,162.6372,162.3747,162.506
2020-01-13 13:19:00,162.636,162.3836,162.5098
2020-01-13 13:20:00,162.6373,162.3913,162.5143
2020-01-13 13:21:00,162.6512,162.3867,162.519
2020-01-13 13:22:00,162.6646,162.3844,162.5245
2020-01-13 13:23:00,162.6777,162.3819,162.5298
2020-01-13 13:24:00,162.6876,162.3815,162.5345
2020-01-13 13:25:00,162.6978,162.3799,162.5389
2020-01-13 13:26:00,162.7068,162.3796,162.5432
2020-01-13 13:27:00,162.7153,162.3818,162.5485
2020-01-13 13:28:00,162.723,162.3863,162.5546
2020-01-13 13:29:00,162.7321,162.3902,162.5611
2020-01-13 13:30:00,162.7438,162.3901,162.567
2020-01-13 13:31:00,162.7573,162.386,162.5716
2020-01-13 13:32:00,162.7734,162.3799,162.5766
2020-01-13 13:33:00,162.7884,162.3749,162.5816
2020-01-13 13:34:00,162.8006,162.3723,162.5865
2020-01-13 13:35:00,162.8099,162.3717,162.5908
2020-01-13 13:36:00,162.8173,162.3719,162.5946
2020-01-13 13:37:00,162.8247,162.3751,162.5999
2020-01-13 13:38:00,162.8319,162.3802,162.606
2020-01-13 13:39:00,162.8373,162.3877,162.6125
2020-01-13 13:40:00,162.8427,162.3965,162.6196
2020-01-13 13:41:00,162.8505,162.4007,162.6256
2020-01-13 13:42:00,162.8584,162.4046,162.6315
2020-01-13 13:43:00,162.8665,162.4079,162.6372
2020-01-13 13:44:00,162.8711,162.4127,162.6419
2020-01-13 13:45:00,162.874,162.4182,162.6461
2020-01-13 13:46:00,162.8784,162.4236,162.651
2020-01-13 13:47:00,162.8843,162.4273,162.6558
2020-01-13 13:48:00,162.8892,162.4318,162.6605
2020-01-13 13:49:00,162.893,162.4369,162.665
2020-01-13 13:50:00,162.8974,162.4425,162.67
2020-01-13 13:51:00,162.9022,162.4473,162.6747
2020-01-13 13:52:00,162.9076,162.4515,162.6796
2020-01-13 13:53:00,162.9123,162.4559,162.6841
2020-01-13 13:54:00,162.9164,162.4607,162.6885
2020-01-13 13:55:00,162.9214,162.4644,162.6929
2020-01-13 13:56:00,162.9236,162.4694,162.6965
2020-01-13 13:57:00,162.9256,162.4744,162.7
2020-01-13 13:58:00,162.9271,162.4796,162.7033
2020-01-13 13:59:00,162.9282,162.4856,162.7069
2020-01-13 14:00:00,162.9275,162.4924,162.7099
2020-01-13 14:01:00,162.9277,162.4989,162.7133
2020-01-13 14:02:00,162.9263,162.506,162.7161
2020-01-13 14:03:00,162.9246,162.5128,162.7187
2020-01-13 14:04:00,162.9246,162.5177,162.7211
2020-01-13 14:05:00,162.9265,162.5236,162.7251
2020-01-13 14:06:00,162.9301,162.5296,162.7299
2020-01-13 14:07:00,162.929,162.5431,162.736
2020-01-13 14:08:00,162.9284,162.5569,162.7426
2020-01-13 14:09:00,162.9291,162.5671,162.7481
2020-01-13 14:10:00,162.9329,162.5733,162.7531
2020-01-13 14:11:00,162.9352,162.5842,162.7597
2020-01-13 14:12:00,162.9425,162.5895,162.766
2020-01-13 14:13:00,162.9484,162.5958,162.7721
2020-01-13 14:14:00,162.9543,162.6024,162.7783
2020-01-13 14:15:00,162.9581,162.6109,162.7845
2020-01-13 14:16:00,162.9577,162.6237,162.7907
2020-01-13 14:17:00,162.9558,162.6376,162.7967
2020-01-13 14:18:00,162.9512,162.6517,162.8015
2020-01-13 14:19:00,162.946,162.6669,162.8065
2020-01-13 14:20:00,162.9435,162.6781,162.8108
2020-01-13 14:21:00,162.9463,162.6813,162.8138
2020-01-13 14:22:00,162.9505,162.6832,162.8169
2020-01-13 14:23:00,162.956,162.6844,162.8202
2020-01-13 14:24:00,162.96,162.6878,162.8239
2020-01-13 14:25:00,162.9656,162.6901,162.8279
2020-01-13 14:26:00,162.9706,162.6934,162.832
2020-01-13 14:27:00,162.979,162.6939,162.8365
2020-01-13 14:28:00,162.9911,162.6917,162.8414
2020-01-13 14:29:00,163.0024,162.6893,162.8458
2020-01-13 14:30:00,163.0112,162.6881,162.8497
2020-01-13 14:31:00,163.0161,162.689,162.8525
2020-01-13 14:32:00,163.0201,162.6891,162.8546
2020-01-13 14:33:00,163.0238,162.6894,162.8566
2020-01-13 14:34:00,163.0276,162.6904,162.859
2020-01-13 14:35:00,163.031,162.6929,162.8619
2020-01-13 14:36:00,163.033,162.6968,162.8649
2020-01-13 14:37:00,163.0357,162.6998,162.8678
2020-01-13 14:38:00,163.0385,162.7022,162.8703
2020-01-13 14:39:00,163.0425,162.7042,162.8733
2020-01-13 14:40:00,163.0469,162.7054,162.8762
2020-01-13 14:41:00,163.0513,162.7066,162.8789
2020-01-13 14:42:00,163.0576,162.7067,162.8822
2020-01-13 14:43:00,163.0614,162.708,162.8847
2020-01-13 14:44:00,163.0618,162.7122,162.887
2020-01-13 14:45:00,163.0612,162.7184,162.8898
2020-01-13 14:46:00,163.0609,162.722,162.8915
2020-01-13 14:47:00,163.0607,162.7241,162.8924
2020-01-13 14:48:00,163.0603,162.7272,162.8937
2020-01-13 14:49:00,163.0596,162.7306,162.8951
2020-01-13 14:50:00,163.0592,162.7317,162.8955
2020-01-13 14:51:00,163.0594,162.7312,162.8953
2020-01-13 14:52:00,163.0607,162.7279,162.8943
2020-01-13 14:53:00,163.063,162.723,162.893
2020-01-13 14:54:00,163.0628,162.7238,162.8933
2020-01-13 14:55:00,163.0627,162.7245,162.8936
2020-01-13 14:56:00,163.0618,162.7271,162.8944
2020-01-13 14:57:00,163.0607,162.7303,162.8955
2020-01-13 14:58:00,163.0594,162.7356,162.8975
2020-01-13 14:59:00,163.058,162.7399,162.8989
2020-01-13 15:00:00,163.0544,162.7485,162.9014
2020-01-13 15:01:00,163.052,162.7548,162.9034
2020-01-13 15:02:00,163.0471,162.7645,162.9058
2020-01-13 15:03:00,163.0406,162.7765,162.9086
2020-01-13 15:04:00,163.0357,162.7862,162.911
2020-01-13 15:05:00,163.0354,162.7906,162.913
2020-01-13 15:06:00,163.0352,162.7915,162.9133
2020-01-13 15:07:00,163.0352,162.7931,162.9142
2020-01-13 15:08:00,163.0354,162.7936,162.9145
2020-01-13 15:09:00,163.036,162.7952,162.9156
2020-01-13 15:10:00,163.0365,162.796,162.9163
2020-01-13 15:11:00,163.0376,162.7961,162.9168
2020-01-13 15:12:00,163.0371,162.7961,162.9166
2020-01-13 15:13:00,163.036,162.7954,162.9157
2020-01-13 15:14:00,163.0349,162.7953,162.9151
2020-01-13 15:15:00,163.0339,162.795,162.9144
2020-01-13 15:16:00,163.0333,162.7944,162.9139
2020-01-13 15:17:00,163.0331,162.7926,162.9129
2020-01-13 15:18:00,163.033,162.7932,162.9131
2020-01-13 15:19:00,163.033,162.7935,162.9133
2020-01-13 15:20:00,163.0332,162.7942,162.9137
2020-01-13 15:21:00,163.0332,162.7942,162.9137
2020-01-13 15:22:00,163.0329,162.7932,162.913
2020-01-13 15:23:00,163.0322,162.7929,162.9125
2020-01-13 15:24:00,163.0318,162.7928,162.9123
2020-01-13 15:25:00,163.0302,162.7925,162.9114
2020-01-13 15:26:00,163.0286,162.7922,162.9104
2020-01-13 15:27:00,163.0247,162.793,162.9089
2020-01-13 15:28:00,163.0173,162.7944,162.9059
2020-01-13 15:29:00,163.0108,162.7936,162.9022
2020-01-13 15:30:00,163.0051,162.7933,162.8992
2020-01-13 15:31:00,163.0033,162.7901,162.8967
2020-01-13 15:32:00,163.0011,162.79,162.8955
2020-01-13 15:33:00,163.0,162.7902,162.8951
2020-01-13 15:34:00,162.9993,162.7904,162.8949
2020-01-13 15:35:00,163.0016,162.7893,162.8955
2020-01-13 15:36:00,163.0018,162.7892,162.8955
2020-01-13 15:37:00,163.0033,162.7886,162.896
2020-01-13 15:38:00,163.0074,162.7866,162.897
2020-01-13 15:39:00,163.0108,162.7846,162.8977
2020-01-13 15:40:00,163.014,162.7828,162.8984
2020-01-13 15:41:00,163.0159,162.7818,162.8988
2020-01-13 15:42:00,163.0135,162.7831,162.8983
2020-01-13 15:43:00,163.0116,162.7838,162.8977
2020-01-13 15:44:00,163.013,162.7836,162.8983
2020-01-13 15:45:00,163.013,162.7836,162.8983
2020-01-13 15:46:00,163.0129,162.7834,162.8981
2020-01-13 15:47:00,163.013,162.7841,162.8986
2020-01-13 15:48:00,163.0131,162.7842,162.8986
2020-01-13 15:49:00,163.0134,162.785,162.8992
2020-01-13 15:50:00,163.0135,162.7875,162.9005
2020-01-13 15:51:00,163.0134,162.7921,162.9027
2020-01-13 15:52:00,163.0105,162.8001,162.9053
2020-01-13 15:53:00,163.005,162.8123,162.9086
2020-01-13 15:54:00,163.0086,162.8142,162.9114
2020-01-13 15:55:00,163.0277,162.8047,162.9162
2020-01-13 15:56:00,163.0432,162.7992,162.9212
2020-01-13 15:57:00,163.064,162.7895,162.9268
2020-01-13 15:58:00,163.0806,162.782,162.9313
2020-01-13 15:59:00,163.1072,162.7684,162.9378
2020-01-13 16:00:00,163.1345,162.7545,162.9445
2020-01-14 09:31:00,163.1695,162.7355,162.9525
2020-01-14 09:32:00,163.1965,162.724,162.9602
2020-01-14 09:33:00,163.2104,162.7216,162.966
2020-01-14 09:34:00,163.2458,162.7043,162.9751
2020-01-14 09:35:00,163.2755,162.6905,162.983
2020-01-14 09:36:00,163.2838,162.6923,162.9881
2020-01-14 09:37:00,163.285,162.6947,162.9899
2020-01-14 09:38:00,163.2868,162.6976,162.9922
2020-01-14 09:39:00,163.2868,162.6969,162.9919
2020-01-14 09:40:00,163.2906,162.6864,162.9885
2020-01-14 09:41:00,163.299,162.6669,162.9829
2020-01-14 09:42:00,163.308,162.6464,162.9772
2020-01-14 09:43:00,163.3163,162.6283,162.9723
2020-01-14 09:44:00,163.3242,162.6092,162.9667
2020-01-14 09:45:00,163.3269,162.5995,162.9632
2020-01-14 09:46:00,163.327,162.5972,162.9621
2020-01-14 09:47:00,163.327,162.5975,162.9623
2020-01-14 09:48:00,163.3274,162.5991,162.9633
2020-01-14 09:49:00,163.3274,162.5985,162.9629
2020-01-14 09:50:00,163.3273,162.5982,162.9628
2020-01-14 09:51:00,163.3273,162.5973,162.9623
2020-01-14 09:52:00,163.3276,162.5944,162.961
2020-01-14 09:53:00,163.3275,162.5935,162.9605
2020-01-14 09:54:00,163.3276,162.5938,162.9607
2020-01-14 09:55:00,163.3286,162.5953,162.9619
2020-01-14 09:56:00,163.3291,162.5963,162.9627
2020-01-14 09:57:00,163.3293,162.5969,162.9631
2020-01-14 09:58:00,163.3293,162.5969,162.9631
2020-01-14 09:59:00,163.3298,162.5951,162.9625
2020-01-14 10:00:00,163.3297,162.5957,162.9627
2020-01-14 10:01:00,163.3311,162.6008,162.966
2020-01-14 10:02:00,163.3329,162.6034,162.9682
2020-01-14 10:03:00,163.3361,162.605,162.9706
2020-01-14 10:04:00,163.3392,162.6064,162.9728
2020-01-14 10:05:00,163.3425,162.6068,162.9747
2020-01-14 10:06:00,163.3482,162.6077,162.978
2020-01-14 10:07:00,163.3524,162.6083,162.9804
2020-01-14 10:08:00,163.3647,162.6051,162.9849
2020-01-14 10:09:00,163.3869,162.5961,162.9915
2020-01-14 10:10:00,163.4075,162.5883,162.9979
2020-01-14 10:11:00,163.427,162.5819,163.0044
2020-01-14 10:12:00,163.4469,162.5761,163.0115
2020-01-14 10:13:00,163.4675,162.5717,163.0196
2020-01-14 10:14:00,163.4876,162.5676,163.0276
2020-01-14 10:15:00,163.5208,162.5571,163.0389
2020-01-14 10:16:00,163.5351,162.5594,163.0473
2020-01-14 10:17:00,163.5461,162.5632,163.0546
2020-01-14 10:18:00,163.5596,162.5663,163.063
2020-01-14 10:19:00,163.5726,162.5693,163.071
2020-01-14 10:20:00,163.5764,162.5749,163.0757
2020-01-14 10:21:00,163.5777,162.5786,163.0782
2020-01-14 10:22:00,163.5815,162.5839,163.0827
2020-01-14 10:23:00,163.5866,162.5887,163.0876
2020-01-14 10:24:00,163.5902,162.5917,163.0909
2020-01-14 10:25:00,163.5957,162.5917,163.0937
2020-01-14 10:26:00,163.6026,162.5915,163.097
2020-01-14 10:27:00,163.6029,162.5915,163.0972
2020-01-14 10:28:00,163.6056,162.5918,163.0987
2020-01-14 10:29:00,163.6073,162.5915,163.0994
2020-01-14 10:30:00,163.6083,162.5913,163.0998
2020-01-14 10:31:00,163.6064,162.5919,163.0991
2020-01-14 10:32:00,163.6142,162.5887,163.1015
2020-01-14 10:33:00,163.6262,162.5851,163.1056
2020-01-14 10:34:00,163.6289,162.5839,163.1064
2020-01-14 10:35:00,163.6289,162.5839,163.1064
2020-01-14 10:36:00,163.6392,162.5818,163.1105
2020-01-14 10:37:00,163.6499,162.5837,163.1168
2020-01-14 10:38:00,163.6608,162.5849,163.1228
2020-01-14 10:39:00,163.6718,162.5908,163.1313
2020-01-14 10:40:00,163.6798,162.6069,163.1433
2020-01-14 10:41:00,163.6796,162.633,163.1563
2020-01-14 10:42:00,163.6758,162.6633,163.1696
2020-01-14 10:43:00,163.6712,162.6953,163.1833
2020-01-14 10:44:00,163.6626,162.7309,163.1968
2020-01-14 10:45:00,163.6607,162.7575,163.2091
2020-01-14 10:46:00,163.6587,162.7758,163.2173
2020-01-14 10:47:00,163.6574,162.7919,163.2247
2020-01-14 10:48:00,163.6557,162.803,163.2293
2020-01-14 10:49:00,163.6507,162.818,163.2343
2020-01-14 10:50:00,163.6463,162.8299,163.2381
2020-01-14 10:51:00,163.6409,162.8415,163.2412
2020-01-14 10:52:00,163.632,162.8581,163.2451
2020-01-14 10:53:00,163.6265,162.8695,163.248
2020-01-14 10:54:00,163.6226,162.878,163.2503
2020-01-14 10:55:00,163.6205,162.8829,163.2517
2020-01-14 10:56:00,163.6202,162.8836,163.2519
2020-01-14 10:57:00,163.6166,162.8908,163.2537
2020-01-14 10:58:00,163.6083,162.9069,163.2576
2020-01-14 10:59:00,163.5927,162.9353,163.264
2020-01-14 11:00:00,163.5809,162.9581,163.2695
2020-01-14 11:01:00,163.5773,162.9689,163.2731
2020-01-14 11:02:00,163.5736,162.9787,163.2762
2020-01-14 11:03:00,163.5719,162.9835,163.2777
2020-01-14 11:04:00,163.57,162.989,163.2795
2020-01-14 11:06:00,163.5702,162.9884,163.2793
2020-01-14 11:07:00,163.5705,162.9875,163.279
2020-01-14 11:08:00,163.57,162.9892,163.2796
2020-01-14 11:09:00,163.5695,162.9858,163.2777
2020-01-14 11:10:00,163.5651,162.9804,163.2728
2020-01-14 11:11:00,163.5604,162.9761,163.2683
2020-01-14 11:12:00,163.5558,162.9716,163.2637
2020-01-14 11:13:00,163.5504,162.9672,163.2588
2020-01-14 11:14:00,163.5467,162.9571,163.2519
2020-01-14 11:15:00,163.5437,162.9446,163.2441
2020-01-14 11:16:00,163.5246,162.9446,163.2346
2020-01-14 11:17:00,163.5215,162.9353,163.2284
2020-01-14 11:18:00,163.5185,162.9297,163.2241
2020-01-14 11:19:00,163.5129,162.9246,163.2188
2020-01-14 11:20:00,163.5072,162.9192,163.2132
2020-01-14 11:21:00,163.5077,162.9139,163.2108
2020-01-14 11:22:00,163.5136,162.9018,163.2077
2020-01-14 11:23:00,163.5164,162.8909,163.2037
2020-01-14 11:24:00,163.5157,162.885,163.2004
2020-01-14 11:25:00,163.5163,162.8781,163.1972
2020-01-14 11:26:00,163.5137,162.8714,163.1925
2020-01-14 11:27:00,163.5114,162.8608,163.1861
2020-01-14 11:28:00,163.5138,162.8496,163.1817
2020-01-14 11:29:00,163.5159,162.8351,163.1755
2020-01-14 11:30:00,163.5171,162.8191,163.1681
2020-01-14 11:31:00,163.5154,162.8069,163.1612
2020-01-14 11:32:00,163.5119,162.7968,163.1544
2020-01-14 11:33:00,163.498,162.7925,163.1452
2020-01-14 11:34:00,163.4831,162.789,163.1361
2020-01-14 11:35:00,163.4658,162.7895,163.1277
2020-01-14 11:36:00,163.4533,162.7862,163.1197
2020-01-14 11:37:00,163.4378,162.7864,163.1121
2020-01-14 11:38:00,163.4242,162.7896,163.1069
2020-01-14 11:39:00,163.4085,162.7933,163.1009
2020-01-14 11:40:00,163.3913,162.7987,163.095
2020-01-14 11:41:00,163.3694,162.8063,163.0879
2020-01-14 11:42:00,163.3511,162.8117,163.0814
2020-01-14 11:43:00,163.3325,162.8173,163.0749
2020-01-14 11:44:00,163.3109,162.8225,163.0667
2020-01-14 11:45:00,163.2896,162.8281,163.0589
2020-01-14 11:46:00,163.2615,162.8386,163.05
2020-01-14 11:47:00,163.2451,162.8419,163.0435
2020-01-14 11:48:00,163.2282,162.8457,163.037
2020-01-14 11:49:00,163.2192,162.845,163.0321
2020-01-14 11:50:00,163.2131,162.8441,163.0286
2020-01-14 11:51:00,163.2094,162.8432,163.0263
2020-01-14 11:52:00,163.2084,162.8423,163.0254
2020-01-14 11:53:00,163.2082,162.8422,163.0252
2020-01-14 11:54:00,163.2079,162.8421,163.025
2020-01-14 11:55:00,163.2082,162.8421,163.0251
2020-01-14 11:56:00,163.2093,162.842,163.0256
2020-01-14 11:57:00,163.215,162.8429,163.029
2020-01-14 11:58:00,163.2224,162.8407,163.0316
2020-01-14 11:59:00,163.2273,162.8389,163.0331
2020-01-14 12:00:00,163.2299,162.8376,163.0337
2020-01-14 12:01:00,163.2313,162.8368,163.0341
2020-01-14 12:02:00,163.2306,162.8373,163.0339
2020-01-14 12:03:00,163.2343,162.8351,163.0347
2020-01-14 12:04:00,163.24,162.8321,163.036
2020-01-14 12:05:00,163.2425,162.8307,163.0366
2020-01-14 12:06:00,163.2492,162.8282,163.0387
2020-01-14 12:07:00,163.2533,162.8266,163.0399
2020-01-14 12:08:00,163.2565,162.8251,163.0408
2020-01-14 12:09:00,163.258,162.8245,163.0413
2020-01-14 12:10:00,163.2616,162.8232,163.0424
2020-01-14 12:11:00,163.2677,162.8205,163.0441
2020-01-14 12:12:00,163.2741,162.8178,163.0459
2020-01-14 12:13:00,163.2795,162.8158,163.0476
2020-01-14 12:14:00,163.2873,162.815,163.0512
2020-01-14 12:15:00,163.2957,162.8156,163.0557
2020-01-14 12:16:00,163.3019,162.8156,163.0587
2020-01-14 12:17:00,163.3056,162.817,163.0613
2020-01-14 12:18:00,163.3072,162.8173,163.0622
2020-01-14 12:19:00,163.3117,162.8171,163.0644
2020-01-14 12:20:00,163.3148,162.8178,163.0663
2020-01-14 12:21:00,163.3178,162.8185,163.0681
2020-01-14 12:22:00,163.3202,162.8254,163.0728
2020-01-14 12:23:00,163.3266,162.8285,163.0776
2020-01-14 12:24:00,163.3313,162.8294,163.0803
2020-01-14 12:25:00,163.3347,162.8316,163.0832
2020-01-14 12:26:00,163.3382,162.8336,163.0859
2020-01-14 12:27:00,163.3422,162.8387,163.0904
2020-01-14 12:28:00,163.3448,162.8454,163.0951
2020-01-14 12:29:00,163.3439,162.8559,163.0999
